"ID,""ID_BATCH"",""ID_RUN_STAGING"",""ID_CLIENT"",""SOURCE_RUN_ID"",""ID_CONFIGURATION"",""VALUE_LEVEL_1"",""VALUE_LEVEL_2"",""VALUE_LEVEL_3"",""VALUE_LEVEL_4"",""VALUE_LEVEL_5"",""ML_BEST_MODEL"",""ML_CLASSIFICATION"",""ML_TYPE"",""ML_STATUS"",""SCP_BEST_MODEL"",""SCP_CLASSIFICATION"",""SCP_STATUS"",""SERIES_CLASSIFICATION"",""COMPARISON_STATUS"",""HAS_BASE_CANDIDATE"",""HAS_SCP_CALCULATED"",""HAS_ML_CALCULATED"",""HISTORY_M1"",""HISTORY_M2"",""HISTORY_M3"",""HISTORY_M4"",""HISTORY_M5"",""HISTORY_M6"",""SCP_FORECAST_M1"",""SCP_FORECAST_M2"",""SCP_FORECAST_M3"",""SCP_FORECAST_M4"",""SCP_FORECAST_M5"",""SCP_FORECAST_M6"",""ML_FORECAST_M1"",""ML_FORECAST_M2"",""ML_FORECAST_M3"",""ML_FORECAST_M4"",""ML_FORECAST_M5"",""ML_FORECAST_M6"",""SCP_SIGNED_ERROR_M1"",""SCP_SIGNED_ERROR_M2"",""SCP_SIGNED_ERROR_M3"",""SCP_SIGNED_ERROR_M4"",""SCP_SIGNED_ERROR_M5"",""SCP_SIGNED_ERROR_M6"",""ML_SIGNED_ERROR_M1"",""ML_SIGNED_ERROR_M2"",""ML_SIGNED_ERROR_M3"",""ML_SIGNED_ERROR_M4"",""ML_SIGNED_ERROR_M5"",""ML_SIGNED_ERROR_M6"",""SCP_ABS_ERROR_M1"",""SCP_ABS_ERROR_M2"",""SCP_ABS_ERROR_M3"",""SCP_ABS_ERROR_M4"",""SCP_ABS_ERROR_M5"",""SCP_ABS_ERROR_M6"",""ML_ABS_ERROR_M1"",""ML_ABS_ERROR_M2"",""ML_ABS_ERROR_M3"",""ML_ABS_ERROR_M4"",""ML_ABS_ERROR_M5"",""ML_ABS_ERROR_M6"",""SCP_SQUARED_ERROR_M1"",""SCP_SQUARED_ERROR_M2"",""SCP_SQUARED_ERROR_M3"",""SCP_SQUARED_ERROR_M4"",""SCP_SQUARED_ERROR_M5"",""SCP_SQUARED_ERROR_M6"",""ML_SQUARED_ERROR_M1"",""ML_SQUARED_ERROR_M2"",""ML_SQUARED_ERROR_M3"",""ML_SQUARED_ERROR_M4"",""ML_SQUARED_ERROR_M5"",""ML_SQUARED_ERROR_M6"",""POSITIVE_HISTORY_MONTH_COUNT_M1"",""POSITIVE_HISTORY_MONTH_COUNT_M2"",""POSITIVE_HISTORY_MONTH_COUNT_M3"",""POSITIVE_HISTORY_MONTH_COUNT_M4"",""POSITIVE_HISTORY_MONTH_COUNT_M5"",""POSITIVE_HISTORY_MONTH_COUNT_M6"",""SCP_MAE_M1"",""SCP_MAE_M2"",""SCP_MAE_M3"",""SCP_MAE_M4"",""SCP_MAE_M5"",""SCP_MAE_M6"",""ML_MAE_M1"",""ML_MAE_M2"",""ML_MAE_M3"",""ML_MAE_M4"",""ML_MAE_M5"",""ML_MAE_M6"",""SCP_RMSE_M1"",""SCP_RMSE_M2"",""SCP_RMSE_M3"",""SCP_RMSE_M4"",""SCP_RMSE_M5"",""SCP_RMSE_M6"",""ML_RMSE_M1"",""ML_RMSE_M2"",""ML_RMSE_M3"",""ML_RMSE_M4"",""ML_RMSE_M5"",""ML_RMSE_M6"",""SCP_WAPE_M1"",""SCP_WAPE_M2"",""SCP_WAPE_M3"",""SCP_WAPE_M4"",""SCP_WAPE_M5"",""SCP_WAPE_M6"",""ML_WAPE_M1"",""ML_WAPE_M2"",""ML_WAPE_M3"",""ML_WAPE_M4"",""ML_WAPE_M5"",""ML_WAPE_M6"",""SCP_BIAS_M1"",""SCP_BIAS_M2"",""SCP_BIAS_M3"",""SCP_BIAS_M4"",""SCP_BIAS_M5"",""SCP_BIAS_M6"",""ML_BIAS_M1"",""ML_BIAS_M2"",""ML_BIAS_M3"",""ML_BIAS_M4"",""ML_BIAS_M5"",""ML_BIAS_M6"",""WINNER_METHOD_M1"",""WINNER_METHOD_M2"",""WINNER_METHOD_M3"",""WINNER_METHOD_M4"",""WINNER_METHOD_M5"",""WINNER_METHOD_M6"",""WINNER_MODEL_M1"",""WINNER_MODEL_M2"",""WINNER_MODEL_M3"",""WINNER_MODEL_M4"",""WINNER_MODEL_M5"",""WINNER_MODEL_M6"",""FINALIST_METHOD_M1"",""FINALIST_METHOD_M2"",""FINALIST_METHOD_M3"",""FINALIST_METHOD_M4"",""FINALIST_METHOD_M5"",""FINALIST_METHOD_M6"",""FINALIST_MODEL_M1"",""FINALIST_MODEL_M2"",""FINALIST_MODEL_M3"",""FINALIST_MODEL_M4"",""FINALIST_MODEL_M5"",""FINALIST_MODEL_M6"",""WINNER_IMPROVEMENT_PCT_M1"",""WINNER_IMPROVEMENT_PCT_M2"",""WINNER_IMPROVEMENT_PCT_M3"",""WINNER_IMPROVEMENT_PCT_M4"",""WINNER_IMPROVEMENT_PCT_M5"",""WINNER_IMPROVEMENT_PCT_M6"",""TOTAL_HISTORY_OLDER_3M"",""SCP_TOTAL_FORECAST_OLDER_3M"",""ML_TOTAL_FORECAST_OLDER_3M"",""SCP_TOTAL_SIGNED_ERROR_OLDER_3M"",""ML_TOTAL_SIGNED_ERROR_OLDER_3M"",""SCP_TOTAL_ABS_ERROR_OLDER_3M"",""ML_TOTAL_ABS_ERROR_OLDER_3M"",""SCP_TOTAL_SQUARED_ERROR_OLDER_3M"",""ML_TOTAL_SQUARED_ERROR_OLDER_3M"",""POSITIVE_HISTORY_MONTH_COUNT_OLDER_3M"",""SCP_MAE_OLDER_3M"",""ML_MAE_OLDER_3M"",""SCP_RMSE_OLDER_3M"",""ML_RMSE_OLDER_3M"",""SCP_WAPE_OLDER_3M"",""ML_WAPE_OLDER_3M"",""SCP_BIAS_OLDER_3M"",""ML_BIAS_OLDER_3M"",""WINNER_METHOD_OLDER_3M"",""WINNER_MODEL_OLDER_3M"",""FINALIST_METHOD_OLDER_3M"",""FINALIST_MODEL_OLDER_3M"",""WINNER_IMPROVEMENT_PCT_OLDER_3M"",""TOTAL_HISTORY_RECENT_3M"",""SCP_TOTAL_FORECAST_RECENT_3M"",""ML_TOTAL_FORECAST_RECENT_3M"",""SCP_TOTAL_SIGNED_ERROR_RECENT_3M"",""ML_TOTAL_SIGNED_ERROR_RECENT_3M"",""SCP_TOTAL_ABS_ERROR_RECENT_3M"",""ML_TOTAL_ABS_ERROR_RECENT_3M"",""SCP_TOTAL_SQUARED_ERROR_RECENT_3M"",""ML_TOTAL_SQUARED_ERROR_RECENT_3M"",""POSITIVE_HISTORY_MONTH_COUNT_RECENT_3M"",""SCP_MAE_RECENT_3M"",""ML_MAE_RECENT_3M"",""SCP_RMSE_RECENT_3M"",""ML_RMSE_RECENT_3M"",""SCP_WAPE_RECENT_3M"",""ML_WAPE_RECENT_3M"",""SCP_BIAS_RECENT_3M"",""ML_BIAS_RECENT_3M"",""WINNER_METHOD_RECENT_3M"",""WINNER_MODEL_RECENT_3M"",""FINALIST_METHOD_RECENT_3M"",""FINALIST_MODEL_RECENT_3M"",""WINNER_IMPROVEMENT_PCT_RECENT_3M"",""TOTAL_HISTORY_6M"",""SCP_TOTAL_FORECAST_6M"",""ML_TOTAL_FORECAST_6M"",""SCP_TOTAL_SIGNED_ERROR_6M"",""ML_TOTAL_SIGNED_ERROR_6M"",""SCP_TOTAL_ABS_ERROR_6M"",""ML_TOTAL_ABS_ERROR_6M"",""SCP_TOTAL_SQUARED_ERROR_6M"",""ML_TOTAL_SQUARED_ERROR_6M"",""POSITIVE_HISTORY_MONTH_COUNT_6M"",""SCP_MAE_6M"",""ML_MAE_6M"",""SCP_RMSE_6M"",""ML_RMSE_6M"",""SCP_WAPE_6M"",""ML_WAPE_6M"",""SCP_BIAS_6M"",""ML_BIAS_6M"",""WINNER_METHOD_6M"",""WINNER_MODEL_6M"",""FINALIST_METHOD_6M"",""FINALIST_MODEL_6M"",""WINNER_IMPROVEMENT_PCT_6M"",""COPIED_AT"",""HAS_ML_EXCLUDED"",""ML_EXCLUSION_REASON"",""SCP_NO_OUTPUT_REASON"""
"23888,68,67,10246,1,10115,Contra Stock,Producto terminado,EXCELENCIA,""3505"",MOLINA JORGE JUAN BOSCO,,,,,preserve current forecast,preserve current forecast,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"23889,68,67,10246,1,2375,Contra Stock,Aceituna,*BOM 3 5 FNG,""10934"",""ACEITUNAS GUTIERREZ, S.L."",,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"23890,68,67,10246,1,2934,Contra Pedido,Producto terminado,CULINARIA,""8180"",BELL CARTER FOODS LLC,HistoricAverage,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,COMPARABLE,1,1,1,544.0,0.0,215.0,291.0,0.0,272.0,0.0,466.0,268.0,0.0,343.0,0.0,147.0,147.0,358.0,0.0,420.0,0.0,-544.0,466.0,53.0,-291.0,343.0,-272.0,-397.0,147.0,143.0,-291.0,420.0,-272.0,544.0,466.0,53.0,291.0,343.0,272.0,397.0,147.0,143.0,291.0,420.0,272.0,295936.0,217156.0,2809.0,84681.0,117649.0,73984.0,157609.0,21609.0,20449.0,84681.0,176400.0,73984.0,1,0,1,1,0,1,544.0,,53.0,291.0,,272.0,397.0,,143.0,291.0,,272.0,544.0,,53.0,291.0,,272.0,397.0,,143.0,291.0,,272.0,1.0,,0.24651162790697675,1.0,,1.0,0.7297794117647058,,0.6651162790697674,1.0,,1.0,-1.0,,0.24651162790697675,-1.0,,-1.0,-0.7297794117647058,,0.6651162790697674,-1.0,,-1.0,ML,,SCP,TIE,,TIE,HistoricAverage,,copy last year,,,,SCP,,ML,,,,copy last year,,HistoricAverage,,,,27.022058823529417,,62.937062937062926,0.0,,0.0,563.0,343.0,420.0,-220.0,-143.0,906.0,983.0,276314.0,335065.0,2,453.0,491.5,371.6947672486122,409.30734173723295,1.6092362344582594,1.7460035523978685,-0.3907637655417407,-0.2539964476021314,SCP,copy last year,ML,HistoricAverage,7.833163784333669,759.0,734.0,652.0,-25.0,-107.0,1063.0,687.0,515901.0,199667.0,2,531.5,343.5,507.88827511569906,315.9643967284922,1.4005270092226614,0.9051383399209486,-0.03293807641633729,-0.14097496706192358,ML,HistoricAverage,SCP,copy last year,35.37158984007526,1322.0,1077.0,1072.0,-245.0,-250.0,1969.0,1670.0,792215.0,534732.0,4,492.25,417.5,445.032302198391,365.62685896963313,1.4894099848714069,1.2632375189107412,-0.18532526475037822,-0.18910741301059,ML,HistoricAverage,SCP,copy last year,15.185373285931947,2026-07-17 15:35:55.648,0,,"
"23891,68,67,10246,1,10170,Contra Stock,Producto terminado,CARREFOUR,""22076"",""CENTROS COMERCIALES CARREFOUR, S.A."",AutoARIMA,smooth_acceptable,smooth_acceptable_acceptable,acceptable,x11 seasonal,x11 seasonal,success,smooth_acceptable,COMPARABLE,1,1,1,377.0,261.0,388.0,363.0,206.0,258.0,379.0,424.0,353.0,349.0,323.0,373.0,421.0,442.0,349.0,411.0,412.0,412.0,2.0,163.0,-35.0,-14.0,117.0,115.0,44.0,181.0,-39.0,48.0,206.0,154.0,2.0,163.0,35.0,14.0,117.0,115.0,44.0,181.0,39.0,48.0,206.0,154.0,4.0,26569.0,1225.0,196.0,13689.0,13225.0,1936.0,32761.0,1521.0,2304.0,42436.0,23716.0,1,1,1,1,1,1,2.0,163.0,35.0,14.0,117.0,115.0,44.0,181.0,39.0,48.0,206.0,154.0,2.0,163.0,35.0,14.0,117.0,115.0,44.0,181.0,39.0,48.0,206.0,154.0,0.005305039787798408,0.6245210727969349,0.09020618556701031,0.03856749311294766,0.5679611650485437,0.44573643410852715,0.11671087533156499,0.6934865900383141,0.10051546391752578,0.1322314049586777,1.0,0.5968992248062015,0.005305039787798408,0.6245210727969349,-0.09020618556701031,-0.03856749311294766,0.5679611650485437,0.44573643410852715,0.11671087533156499,0.6934865900383141,-0.10051546391752578,0.1322314049586777,1.0,0.5968992248062015,SCP,SCP,SCP,SCP,SCP,SCP,x11 seasonal,x11 seasonal,x11 seasonal,x11 seasonal,x11 seasonal,x11 seasonal,ML,ML,ML,ML,ML,ML,AutoARIMA,AutoARIMA,AutoARIMA,AutoARIMA,AutoARIMA,AutoARIMA,95.45454545454545,9.944751381215458,10.25641025641026,70.83333333333334,43.20388349514563,25.324675324675315,827.0,1045.0,1235.0,218.0,408.0,246.0,408.0,27110.0,68456.0,3,82.0,136.0,95.06138367742533,151.05848756910902,0.2974607013301088,0.49334945586457074,0.26360338573155984,0.49334945586457074,SCP,x11 seasonal,ML,AutoARIMA,39.70588235294118,1026.0,1156.0,1212.0,130.0,186.0,200.0,264.0,27798.0,36218.0,3,66.66666666666667,88.0,96.26006440887103,109.87568733194193,0.1949317738791423,0.2573099415204678,0.1267056530214425,0.18128654970760233,SCP,x11 seasonal,ML,AutoARIMA,24.242424242424242,1853.0,2201.0,2447.0,348.0,594.0,446.0,672.0,54908.0,104674.0,6,74.33333333333333,112.0,95.66260153964733,132.08204520928146,0.24069077172153264,0.36265515380464114,0.18780356179168917,0.3205612520237453,SCP,x11 seasonal,ML,AutoARIMA,33.63095238095239,2026-07-17 15:35:55.648,0,,"
"23892,68,67,10246,1,8541,Contra Stock,Aceituna,*BOM 3 5 FNG,""10844"",""OLIVES GARCIA, S.A."",,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"23893,68,67,10246,1,10195,Contra Pedido,Producto terminado,KINGS CROWN,""21635"",I.SCHROEDER KG (GmbH & Co),,unknown_oneOff,unknown_oneOff_oneOff,oneOff,copy last year,copy last year,success,unknown_oneOff,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"23894,68,67,10246,1,2936,Contra Pedido,Producto terminado,MALLORCA,""336"",DIBEAL CIA. LTDA.,TSB,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,NOT_COMPARABLE_MISSING_SCP,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,8.0,0.0,108.0,108.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"23895,68,67,10246,1,2418,Contra Pedido,Producto terminado,PREMIYA,""5003"",""SOVENA ESPANA, S.A.U"",,intermittent_obsolete,intermittent_obsolete_obsolete,obsolete,copy last year,copy last year,success,intermittent_obsolete,NOT_COMPARABLE_NO_HISTORY,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"23896,68,67,10246,1,2986,Contra Stock,Aceituna,"""",""19774"",""ACEITUNAS LORDA Y LORDA, S.L."",MovingAverage3M,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,NOT_COMPARABLE_NO_HISTORY,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,326.687,523.159,391.72400000000005,558.389,853.2139999999999,847.327,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,"
"23897,68,67,10246,1,2575,Contra Pedido,Producto terminado,VERIBEST,""103"",WIIK & CO. A/S,MovingAverage3M,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,COMPARABLE,1,1,1,0.0,0.0,0.0,195.0,0.0,160.0,0.0,0.0,0.0,0.0,160.0,0.0,355.0,0.0,0.0,80.0,79.0,80.0,0.0,0.0,0.0,-195.0,160.0,-160.0,355.0,0.0,0.0,-115.0,79.0,-80.0,0.0,0.0,0.0,195.0,160.0,160.0,355.0,0.0,0.0,115.0,79.0,80.0,0.0,0.0,0.0,38025.0,25600.0,25600.0,126025.0,0.0,0.0,13225.0,6241.0,6400.0,0,0,0,1,0,1,,,,195.0,,160.0,,,,115.0,,80.0,,,,195.0,,160.0,,,,115.0,,80.0,,,,1.0,,1.0,,,,0.5897435897435898,,0.5,,,,-1.0,,-1.0,,,,-0.5897435897435898,,-0.5,,,,ML,,ML,,,,MovingAverage3M,,MovingAverage3M,,,,SCP,,SCP,,,,copy last year,,copy last year,,,,41.02564102564102,,50.0,355.0,160.0,239.0,-195.0,-116.0,515.0,274.0,89225.0,25866.0,2,257.5,137.0,211.21671335384423,113.7233485261492,1.4507042253521127,0.7718309859154929,-0.5492957746478874,-0.3267605633802817,ML,MovingAverage3M,SCP,copy last year,46.796116504854375,0.0,0.0,355.0,0.0,355.0,0.0,355.0,0.0,126025.0,0,,,,,,,,,,,,,,355.0,160.0,594.0,-195.0,239.0,515.0,629.0,89225.0,151891.0,2,257.5,314.5,211.21671335384423,275.58211117559864,1.4507042253521127,1.771830985915493,-0.5492957746478874,0.6732394366197183,SCP,copy last year,ML,MovingAverage3M,18.124006359300477,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"23898,68,67,10246,1,3011,Contra Stock,Producto terminado,EXCELENCIA,""5336"",""HOSTALI, S.L."",SeasonalNaive,seasonal_discontinuous_acceptable,seasonal_discontinuous_acceptable_acceptable,acceptable,syntetos-boylan,syntetos-boylan,success,seasonal_discontinuous_acceptable,NOT_COMPARABLE_MISSING_SCP,1,0,1,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"23899,68,67,10246,1,2627,Contra Pedido,Producto terminado,FOOD CLUB,""604"",BELL CARTER FOODS LLC,SeasonalNaive,smooth_acceptable,smooth_acceptable_acceptable,acceptable,copy last year,copy last year,success,smooth_acceptable,COMPARABLE,1,1,1,308.0,480.0,154.0,280.0,201.0,0.0,783.0,932.0,470.0,154.0,154.0,279.0,783.0,932.0,470.0,377.0,999.0,433.0,475.0,452.0,316.0,-126.0,-47.0,279.0,475.0,452.0,316.0,97.0,798.0,433.0,475.0,452.0,316.0,126.0,47.0,279.0,475.0,452.0,316.0,97.0,798.0,433.0,225625.0,204304.0,99856.0,15876.0,2209.0,77841.0,225625.0,204304.0,99856.0,9409.0,636804.0,187489.0,1,1,1,1,1,0,475.0,452.0,316.0,126.0,47.0,,475.0,452.0,316.0,97.0,798.0,,475.0,452.0,316.0,126.0,47.0,,475.0,452.0,316.0,97.0,798.0,,1.5422077922077921,0.9416666666666667,2.051948051948052,0.45,0.23383084577114427,,1.5422077922077921,0.9416666666666667,2.051948051948052,0.3464285714285714,3.970149253731343,,1.5422077922077921,0.9416666666666667,2.051948051948052,-0.45,-0.23383084577114427,,1.5422077922077921,0.9416666666666667,2.051948051948052,0.3464285714285714,3.970149253731343,,TIE,TIE,TIE,ML,SCP,,,,,SeasonalNaive,copy last year,,,,,SCP,ML,,,,,copy last year,SeasonalNaive,,0.0,0.0,0.0,23.01587301587302,94.11027568922306,,481.0,587.0,1809.0,106.0,1328.0,452.0,1328.0,95926.0,833702.0,2,226.0,664.0,219.0045661624433,645.6399925655163,0.9397089397089398,2.760914760914761,0.2203742203742204,2.760914760914761,SCP,copy last year,ML,SeasonalNaive,65.96385542168674,942.0,2185.0,2185.0,1243.0,1243.0,1243.0,1243.0,529785.0,529785.0,3,414.3333333333333,414.3333333333333,420.23207873745196,420.23207873745196,1.3195329087048833,1.3195329087048833,1.3195329087048833,1.3195329087048833,TIE,,,,0.0,1423.0,2772.0,3994.0,1349.0,2571.0,1695.0,2571.0,625711.0,1363487.0,5,339.0,514.2,353.75443460117924,522.2043661249875,1.1911454673225579,1.8067463106113844,0.9479971890372453,1.8067463106113844,SCP,copy last year,ML,SeasonalNaive,34.072345390898484,2026-07-17 15:35:55.648,0,,"
"23900,68,67,10246,1,3161,Contra Stock,Aceituna,*BOM 3 5 FNG,""10921"",S.A.T N.5279 SAN LEON,,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"23901,68,67,10246,1,5582,Contra Stock,Producto terminado,EXCELENCIA,""2625"",CASA OLIVEIRA C.A.,,,,,preserve current forecast,preserve current forecast,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"23902,68,67,10246,1,3177,Contra Pedido,Producto terminado,BEST YET,""331"",BELL CARTER FOODS LLC,TSB,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,COMPARABLE,1,1,1,288.0,0.0,288.0,283.0,177.0,0.0,0.0,143.0,0.0,144.0,576.0,144.0,179.0,178.0,179.0,259.0,260.0,259.0,-288.0,143.0,-288.0,-139.0,399.0,144.0,-109.0,178.0,-109.0,-24.0,83.0,259.0,288.0,143.0,288.0,139.0,399.0,144.0,109.0,178.0,109.0,24.0,83.0,259.0,82944.0,20449.0,82944.0,19321.0,159201.0,20736.0,11881.0,31684.0,11881.0,576.0,6889.0,67081.0,1,0,1,1,1,0,288.0,,288.0,139.0,399.0,,109.0,,109.0,24.0,83.0,,288.0,,288.0,139.0,399.0,,109.0,,109.0,24.0,83.0,,1.0,,1.0,0.4911660777385159,2.2542372881355934,,0.3784722222222222,,0.3784722222222222,0.08480565371024736,0.4689265536723164,,-1.0,,-1.0,-0.4911660777385159,2.2542372881355934,,-0.3784722222222222,,-0.3784722222222222,-0.08480565371024736,0.4689265536723164,,ML,,ML,ML,ML,,TSB,,TSB,TSB,TSB,,SCP,,SCP,SCP,SCP,,copy last year,,copy last year,copy last year,copy last year,,62.15277777777778,,62.15277777777778,82.73381294964028,79.19799498746868,,460.0,864.0,778.0,404.0,318.0,682.0,366.0,199258.0,74546.0,2,341.0,183.0,315.6406184254492,193.06216615380654,1.482608695652174,0.7956521739130434,0.8782608695652174,0.691304347826087,ML,TSB,SCP,copy last year,46.33431085043989,576.0,143.0,536.0,-433.0,-40.0,719.0,396.0,186337.0,55446.0,2,359.5,198.0,305.2351552491947,166.5022522370193,1.2482638888888888,0.6875,-0.7517361111111112,-0.06944444444444445,ML,TSB,SCP,copy last year,44.92350486787204,1036.0,1007.0,1314.0,-29.0,278.0,1401.0,762.0,385595.0,129992.0,4,350.25,190.5,310.4814809292174,180.2720166858961,1.3523166023166022,0.7355212355212355,-0.027992277992277992,0.26833976833976836,ML,TSB,SCP,copy last year,45.610278372591004,2026-07-17 15:35:55.648,0,,"
