"ID,""ID_BATCH"",""ID_RUN_STAGING"",""ID_CLIENT"",""SOURCE_RUN_ID"",""ID_CONFIGURATION"",""VALUE_LEVEL_1"",""VALUE_LEVEL_2"",""VALUE_LEVEL_3"",""VALUE_LEVEL_4"",""VALUE_LEVEL_5"",""ML_BEST_MODEL"",""ML_CLASSIFICATION"",""ML_TYPE"",""ML_STATUS"",""SCP_BEST_MODEL"",""SCP_CLASSIFICATION"",""SCP_STATUS"",""SERIES_CLASSIFICATION"",""COMPARISON_STATUS"",""HAS_BASE_CANDIDATE"",""HAS_SCP_CALCULATED"",""HAS_ML_CALCULATED"",""HISTORY_M1"",""HISTORY_M2"",""HISTORY_M3"",""HISTORY_M4"",""HISTORY_M5"",""HISTORY_M6"",""SCP_FORECAST_M1"",""SCP_FORECAST_M2"",""SCP_FORECAST_M3"",""SCP_FORECAST_M4"",""SCP_FORECAST_M5"",""SCP_FORECAST_M6"",""ML_FORECAST_M1"",""ML_FORECAST_M2"",""ML_FORECAST_M3"",""ML_FORECAST_M4"",""ML_FORECAST_M5"",""ML_FORECAST_M6"",""SCP_SIGNED_ERROR_M1"",""SCP_SIGNED_ERROR_M2"",""SCP_SIGNED_ERROR_M3"",""SCP_SIGNED_ERROR_M4"",""SCP_SIGNED_ERROR_M5"",""SCP_SIGNED_ERROR_M6"",""ML_SIGNED_ERROR_M1"",""ML_SIGNED_ERROR_M2"",""ML_SIGNED_ERROR_M3"",""ML_SIGNED_ERROR_M4"",""ML_SIGNED_ERROR_M5"",""ML_SIGNED_ERROR_M6"",""SCP_ABS_ERROR_M1"",""SCP_ABS_ERROR_M2"",""SCP_ABS_ERROR_M3"",""SCP_ABS_ERROR_M4"",""SCP_ABS_ERROR_M5"",""SCP_ABS_ERROR_M6"",""ML_ABS_ERROR_M1"",""ML_ABS_ERROR_M2"",""ML_ABS_ERROR_M3"",""ML_ABS_ERROR_M4"",""ML_ABS_ERROR_M5"",""ML_ABS_ERROR_M6"",""SCP_SQUARED_ERROR_M1"",""SCP_SQUARED_ERROR_M2"",""SCP_SQUARED_ERROR_M3"",""SCP_SQUARED_ERROR_M4"",""SCP_SQUARED_ERROR_M5"",""SCP_SQUARED_ERROR_M6"",""ML_SQUARED_ERROR_M1"",""ML_SQUARED_ERROR_M2"",""ML_SQUARED_ERROR_M3"",""ML_SQUARED_ERROR_M4"",""ML_SQUARED_ERROR_M5"",""ML_SQUARED_ERROR_M6"",""POSITIVE_HISTORY_MONTH_COUNT_M1"",""POSITIVE_HISTORY_MONTH_COUNT_M2"",""POSITIVE_HISTORY_MONTH_COUNT_M3"",""POSITIVE_HISTORY_MONTH_COUNT_M4"",""POSITIVE_HISTORY_MONTH_COUNT_M5"",""POSITIVE_HISTORY_MONTH_COUNT_M6"",""SCP_MAE_M1"",""SCP_MAE_M2"",""SCP_MAE_M3"",""SCP_MAE_M4"",""SCP_MAE_M5"",""SCP_MAE_M6"",""ML_MAE_M1"",""ML_MAE_M2"",""ML_MAE_M3"",""ML_MAE_M4"",""ML_MAE_M5"",""ML_MAE_M6"",""SCP_RMSE_M1"",""SCP_RMSE_M2"",""SCP_RMSE_M3"",""SCP_RMSE_M4"",""SCP_RMSE_M5"",""SCP_RMSE_M6"",""ML_RMSE_M1"",""ML_RMSE_M2"",""ML_RMSE_M3"",""ML_RMSE_M4"",""ML_RMSE_M5"",""ML_RMSE_M6"",""SCP_WAPE_M1"",""SCP_WAPE_M2"",""SCP_WAPE_M3"",""SCP_WAPE_M4"",""SCP_WAPE_M5"",""SCP_WAPE_M6"",""ML_WAPE_M1"",""ML_WAPE_M2"",""ML_WAPE_M3"",""ML_WAPE_M4"",""ML_WAPE_M5"",""ML_WAPE_M6"",""SCP_BIAS_M1"",""SCP_BIAS_M2"",""SCP_BIAS_M3"",""SCP_BIAS_M4"",""SCP_BIAS_M5"",""SCP_BIAS_M6"",""ML_BIAS_M1"",""ML_BIAS_M2"",""ML_BIAS_M3"",""ML_BIAS_M4"",""ML_BIAS_M5"",""ML_BIAS_M6"",""WINNER_METHOD_M1"",""WINNER_METHOD_M2"",""WINNER_METHOD_M3"",""WINNER_METHOD_M4"",""WINNER_METHOD_M5"",""WINNER_METHOD_M6"",""WINNER_MODEL_M1"",""WINNER_MODEL_M2"",""WINNER_MODEL_M3"",""WINNER_MODEL_M4"",""WINNER_MODEL_M5"",""WINNER_MODEL_M6"",""FINALIST_METHOD_M1"",""FINALIST_METHOD_M2"",""FINALIST_METHOD_M3"",""FINALIST_METHOD_M4"",""FINALIST_METHOD_M5"",""FINALIST_METHOD_M6"",""FINALIST_MODEL_M1"",""FINALIST_MODEL_M2"",""FINALIST_MODEL_M3"",""FINALIST_MODEL_M4"",""FINALIST_MODEL_M5"",""FINALIST_MODEL_M6"",""WINNER_IMPROVEMENT_PCT_M1"",""WINNER_IMPROVEMENT_PCT_M2"",""WINNER_IMPROVEMENT_PCT_M3"",""WINNER_IMPROVEMENT_PCT_M4"",""WINNER_IMPROVEMENT_PCT_M5"",""WINNER_IMPROVEMENT_PCT_M6"",""TOTAL_HISTORY_OLDER_3M"",""SCP_TOTAL_FORECAST_OLDER_3M"",""ML_TOTAL_FORECAST_OLDER_3M"",""SCP_TOTAL_SIGNED_ERROR_OLDER_3M"",""ML_TOTAL_SIGNED_ERROR_OLDER_3M"",""SCP_TOTAL_ABS_ERROR_OLDER_3M"",""ML_TOTAL_ABS_ERROR_OLDER_3M"",""SCP_TOTAL_SQUARED_ERROR_OLDER_3M"",""ML_TOTAL_SQUARED_ERROR_OLDER_3M"",""POSITIVE_HISTORY_MONTH_COUNT_OLDER_3M"",""SCP_MAE_OLDER_3M"",""ML_MAE_OLDER_3M"",""SCP_RMSE_OLDER_3M"",""ML_RMSE_OLDER_3M"",""SCP_WAPE_OLDER_3M"",""ML_WAPE_OLDER_3M"",""SCP_BIAS_OLDER_3M"",""ML_BIAS_OLDER_3M"",""WINNER_METHOD_OLDER_3M"",""WINNER_MODEL_OLDER_3M"",""FINALIST_METHOD_OLDER_3M"",""FINALIST_MODEL_OLDER_3M"",""WINNER_IMPROVEMENT_PCT_OLDER_3M"",""TOTAL_HISTORY_RECENT_3M"",""SCP_TOTAL_FORECAST_RECENT_3M"",""ML_TOTAL_FORECAST_RECENT_3M"",""SCP_TOTAL_SIGNED_ERROR_RECENT_3M"",""ML_TOTAL_SIGNED_ERROR_RECENT_3M"",""SCP_TOTAL_ABS_ERROR_RECENT_3M"",""ML_TOTAL_ABS_ERROR_RECENT_3M"",""SCP_TOTAL_SQUARED_ERROR_RECENT_3M"",""ML_TOTAL_SQUARED_ERROR_RECENT_3M"",""POSITIVE_HISTORY_MONTH_COUNT_RECENT_3M"",""SCP_MAE_RECENT_3M"",""ML_MAE_RECENT_3M"",""SCP_RMSE_RECENT_3M"",""ML_RMSE_RECENT_3M"",""SCP_WAPE_RECENT_3M"",""ML_WAPE_RECENT_3M"",""SCP_BIAS_RECENT_3M"",""ML_BIAS_RECENT_3M"",""WINNER_METHOD_RECENT_3M"",""WINNER_MODEL_RECENT_3M"",""FINALIST_METHOD_RECENT_3M"",""FINALIST_MODEL_RECENT_3M"",""WINNER_IMPROVEMENT_PCT_RECENT_3M"",""TOTAL_HISTORY_6M"",""SCP_TOTAL_FORECAST_6M"",""ML_TOTAL_FORECAST_6M"",""SCP_TOTAL_SIGNED_ERROR_6M"",""ML_TOTAL_SIGNED_ERROR_6M"",""SCP_TOTAL_ABS_ERROR_6M"",""ML_TOTAL_ABS_ERROR_6M"",""SCP_TOTAL_SQUARED_ERROR_6M"",""ML_TOTAL_SQUARED_ERROR_6M"",""POSITIVE_HISTORY_MONTH_COUNT_6M"",""SCP_MAE_6M"",""ML_MAE_6M"",""SCP_RMSE_6M"",""ML_RMSE_6M"",""SCP_WAPE_6M"",""ML_WAPE_6M"",""SCP_BIAS_6M"",""ML_BIAS_6M"",""WINNER_METHOD_6M"",""WINNER_MODEL_6M"",""FINALIST_METHOD_6M"",""FINALIST_MODEL_6M"",""WINNER_IMPROVEMENT_PCT_6M"",""COPIED_AT"",""HAS_ML_EXCLUDED"",""ML_EXCLUSION_REASON"",""SCP_NO_OUTPUT_REASON"""
"25798,68,67,10246,1,1905,Contra Pedido,Producto terminado,ITALICA,""833"",""ACESUR NORTH AMERICA, INC."",TSB,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,COMPARABLE,1,1,1,540.0,533.0,856.0,0.0,626.0,0.0,0.0,0.0,430.0,964.0,0.0,0.0,141.0,141.0,142.0,59.0,59.0,59.0,-540.0,-533.0,-426.0,964.0,-626.0,0.0,-399.0,-392.0,-714.0,59.0,-567.0,59.0,540.0,533.0,426.0,964.0,626.0,0.0,399.0,392.0,714.0,59.0,567.0,59.0,291600.0,284089.0,181476.0,929296.0,391876.0,0.0,159201.0,153664.0,509796.0,3481.0,321489.0,3481.0,1,1,1,0,1,0,540.0,533.0,426.0,,626.0,,399.0,392.0,714.0,,567.0,,540.0,533.0,426.0,,626.0,,399.0,392.0,714.0,,567.0,,1.0,1.0,0.4976635514018692,,1.0,,0.7388888888888889,0.7354596622889306,0.8341121495327103,,0.9057507987220448,,-1.0,-1.0,-0.4976635514018692,,-1.0,,-0.7388888888888889,-0.7354596622889306,-0.8341121495327103,,-0.9057507987220448,,ML,ML,SCP,,ML,,TSB,TSB,copy last year,,TSB,,SCP,SCP,ML,,SCP,,copy last year,copy last year,TSB,,copy last year,,26.111111111111107,26.454033771106943,40.33613445378151,,9.424920127795522,,626.0,964.0,177.0,338.0,-449.0,1590.0,685.0,1321172.0,328451.0,1,1590.0,685.0,1149.4224636746926,573.1064473551139,2.5399361022364215,1.0942492012779552,0.5399361022364217,-0.7172523961661342,ML,TSB,SCP,copy last year,56.91823899371069,1929.0,430.0,424.0,-1499.0,-1505.0,1499.0,1505.0,757165.0,822661.0,3,499.6666666666667,501.6666666666667,502.38265628237343,523.6605134372204,0.7770865733540695,0.7801969932607569,-0.7770865733540695,-0.7801969932607569,SCP,copy last year,ML,TSB,0.3986710963455104,2555.0,1394.0,601.0,-1161.0,-1954.0,3089.0,2190.0,2078337.0,1151112.0,4,772.25,547.5,720.8219266920229,536.4494384375847,1.2090019569471624,0.8571428571428571,-0.4544031311154599,-0.764774951076321,ML,TSB,SCP,copy last year,29.103269666558756,2026-07-17 15:35:55.648,0,,"
"25799,68,67,10246,1,1988,Contra Stock,Producto terminado,CASINO,""2294"",DISTRIBUTION CASINO FRANCE,AutoETS,smooth_acceptable,smooth_acceptable_acceptable,acceptable,seasonal discrete,seasonal discrete,success,smooth_acceptable,COMPARABLE,1,1,1,0.0,672.0,0.0,0.0,1008.0,0.0,261.0,547.0,363.0,496.0,326.0,455.0,144.0,159.0,174.0,498.0,574.0,325.0,261.0,-125.0,363.0,496.0,-682.0,455.0,144.0,-513.0,174.0,498.0,-434.0,325.0,261.0,125.0,363.0,496.0,682.0,455.0,144.0,513.0,174.0,498.0,434.0,325.0,68121.0,15625.0,131769.0,246016.0,465124.0,207025.0,20736.0,263169.0,30276.0,248004.0,188356.0,105625.0,0,1,0,0,1,0,,125.0,,,682.0,,,513.0,,,434.0,,,125.0,,,682.0,,,513.0,,,434.0,,,0.18601190476190477,,,0.6765873015873016,,,0.7633928571428571,,,0.4305555555555556,,,-0.18601190476190477,,,-0.6765873015873016,,,-0.7633928571428571,,,-0.4305555555555556,,,SCP,,,ML,,,seasonal discrete,,,AutoETS,,,ML,,,SCP,,,AutoETS,,,seasonal discrete,,,75.6335282651072,,,36.36363636363637,,1008.0,1277.0,1397.0,269.0,389.0,1633.0,1257.0,918165.0,541985.0,1,1633.0,1257.0,958.2092673315157,736.1963053425357,1.6200396825396826,1.2470238095238095,0.26686507936507936,0.38591269841269843,ML,AutoETS,SCP,seasonal discrete,23.025107164727494,672.0,1171.0,477.0,499.0,-195.0,749.0,831.0,215515.0,314181.0,1,749.0,831.0,464.2359313969568,560.5185099530612,1.1145833333333333,1.2366071428571428,0.7425595238095238,-0.29017857142857145,SCP,seasonal discrete,ML,AutoETS,9.8676293622142,1680.0,2448.0,1874.0,768.0,194.0,2382.0,2088.0,1133680.0,856166.0,2,1191.0,1044.0,752.8877738414936,654.2805208777042,1.417857142857143,1.2428571428571429,0.45714285714285713,0.11547619047619048,ML,AutoETS,SCP,seasonal discrete,12.342569269521412,2026-07-17 15:35:55.648,0,,"
"25800,68,67,10246,1,11847,Contra Pedido,Producto terminado,BEST YET,""23153"",BELL CARTER FOODS LLC,,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"25801,68,67,10246,1,8569,Contra Pedido,Producto terminado,LINDSAY,""6696"",BELL CARTER FOODS LLC,,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"25802,68,67,10246,1,2104,Contra Stock,Aceituna,*BOM 4 FNG,""10223"",""ALIMENTOS GALEON, S.L."",,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"25803,68,67,10246,1,11849,Contra Pedido,Producto terminado,FLORESUR,""21921"",""ACEITUNAS GUADALQUIVIR, S.L."",,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"25804,68,67,10246,1,10715,Contra Stock,Producto terminado,CARREFOUR,""3555"",""ACEITUNAS GUADALQUIVIR, S.L."",,unknown_oneOff,unknown_oneOff_oneOff,oneOff,syntetos-boylan,syntetos-boylan,success,unknown_oneOff,NOT_COMPARABLE_MISSING_ML,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"25805,68,67,10246,1,2172,Contra Pedido,Producto terminado,EXCELENCIA,""3568"",CENCOSUD COLOMBIA,MovingAverage12M,intermittent_acceptable,intermittent_acceptable_acceptable,acceptable,copy last year,copy last year,success,intermittent_acceptable,COMPARABLE,1,1,1,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,72.0,0.0,96.0,0.0,0.0,-432.0,0.0,0.0,288.0,0.0,0.0,-432.0,72.0,0.0,96.0,0.0,0.0,432.0,0.0,0.0,288.0,0.0,0.0,432.0,72.0,0.0,96.0,0.0,0.0,186624.0,0.0,0.0,82944.0,0.0,0.0,186624.0,5184.0,0.0,9216.0,0.0,0,1,0,0,0,0,,432.0,,,,,,432.0,,,,,,432.0,,,,,,432.0,,,,,,1.0,,,,,,1.0,,,,,,-1.0,,,,,,-1.0,,,,,,TIE,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,288.0,96.0,288.0,96.0,288.0,96.0,82944.0,9216.0,0,,,,,,,,,,,,,,432.0,0.0,72.0,-432.0,-360.0,432.0,504.0,186624.0,191808.0,1,432.0,504.0,432.0,437.95890218147184,1.0,1.1666666666666667,-1.0,-0.8333333333333334,SCP,copy last year,ML,MovingAverage12M,14.28571428571429,432.0,288.0,168.0,-144.0,-264.0,720.0,600.0,269568.0,201024.0,1,720.0,600.0,519.1993836668145,448.35700061446573,1.6666666666666667,1.3888888888888888,-0.3333333333333333,-0.6111111111111112,ML,MovingAverage12M,SCP,copy last year,16.666666666666675,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"25806,68,67,10246,1,8596,Contra Stock,Producto terminado,EXCELENCIA,""7217"",""INTERALBIA DE BEGUDES I ALIMENTACIO, S.L."",,,,,preserve current forecast,preserve current forecast,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"25807,68,67,10246,1,2206,Contra Stock,Producto terminado,AUCHAN,""5046"",""ALCAMPO, S.A."",MovingAverage12M,smooth_acceptable,smooth_acceptable_acceptable,acceptable,x11 lineal,x11 lineal,success,smooth_acceptable,COMPARABLE,1,1,1,3308.0,2664.0,2016.0,2664.0,792.0,3240.0,2610.0,2504.0,2480.0,2335.0,2227.0,2472.0,2478.0,2479.0,2478.0,2008.0,1985.0,2085.0,-698.0,-160.0,464.0,-329.0,1435.0,-768.0,-830.0,-185.0,462.0,-656.0,1193.0,-1155.0,698.0,160.0,464.0,329.0,1435.0,768.0,830.0,185.0,462.0,656.0,1193.0,1155.0,487204.0,25600.0,215296.0,108241.0,2059225.0,589824.0,688900.0,34225.0,213444.0,430336.0,1423249.0,1334025.0,1,1,1,1,1,1,698.0,160.0,464.0,329.0,1435.0,768.0,830.0,185.0,462.0,656.0,1193.0,1155.0,698.0,160.0,464.0,329.0,1435.0,768.0,830.0,185.0,462.0,656.0,1193.0,1155.0,0.21100362756952842,0.06006006006006006,0.23015873015873015,0.1234984984984985,1.8118686868686869,0.23703703703703705,0.250906892382104,0.06944444444444445,0.22916666666666666,0.24624624624624625,1.5063131313131313,0.35648148148148145,-0.21100362756952842,-0.06006006006006006,0.23015873015873015,-0.1234984984984985,1.8118686868686869,-0.23703703703703705,-0.250906892382104,-0.06944444444444445,0.22916666666666666,-0.24624624624624625,1.5063131313131313,-0.35648148148148145,SCP,SCP,ML,SCP,ML,SCP,x11 lineal,x11 lineal,MovingAverage12M,x11 lineal,MovingAverage12M,x11 lineal,ML,ML,SCP,ML,SCP,ML,MovingAverage12M,MovingAverage12M,x11 lineal,MovingAverage12M,x11 lineal,MovingAverage12M,15.903614457831328,13.513513513513518,0.4310344827586192,49.84756097560975,16.86411149825784,33.5064935064935,6696.0,7034.0,6078.0,338.0,-618.0,2532.0,3004.0,2757290.0,3187610.0,3,844.0,1001.3333333333334,958.6952939629289,1030.7941921968065,0.3781362007168459,0.4486260454002389,0.0504778972520908,-0.09229390681003584,SCP,x11 lineal,ML,MovingAverage12M,15.71238348868175,7988.0,7594.0,7435.0,-394.0,-553.0,1322.0,1477.0,728100.0,936569.0,3,440.6666666666667,492.3333333333333,492.64591747014407,558.7393548575818,0.1654982473710566,0.18490235353029544,-0.049323985978968456,-0.06922884326489735,SCP,x11 lineal,ML,MovingAverage12M,10.494245091401485,14684.0,14628.0,13513.0,-56.0,-1171.0,3854.0,4481.0,3485390.0,4124179.0,6,642.3333333333334,746.8333333333334,762.1668671185683,829.0736798781315,0.2624625442658676,0.30516208117679106,-0.003813674748025061,-0.07974666303459547,SCP,x11 lineal,ML,MovingAverage12M,13.992412407944649,2026-07-17 15:35:55.648,0,,"
"25808,68,67,10246,1,10731,Contra Pedido,Producto terminado,EXCELENCIA,""22325"",DEVELEY POLSKA SP ZO.O,,unknown_oneOff,unknown_oneOff_oneOff,oneOff,copy last year,copy last year,success,unknown_oneOff,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,684.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"25809,68,67,10246,1,11862,Contra Pedido,Producto terminado,SERVIHOSTEL,""6917"",""ACEITUNAS GUADALQUIVIR, S.L."",,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,1,MissingHistory,NoForecastRowsMaterialized"
"25810,68,67,10246,1,2237,Contra Stock,Producto terminado,AUCHAN,""8744"",""ALCAMPO, S.A."",AutoARIMA,smooth_acceptable,smooth_acceptable_acceptable,acceptable,x11 seasonal,x11 seasonal,success,smooth_acceptable,COMPARABLE,1,1,1,4224.0,3344.0,2288.0,2992.0,2112.0,2992.0,3124.0,3490.0,2732.0,2796.0,2042.0,2130.0,2715.0,2978.0,2513.0,2774.0,2039.0,2143.0,-1100.0,146.0,444.0,-196.0,-70.0,-862.0,-1509.0,-366.0,225.0,-218.0,-73.0,-849.0,1100.0,146.0,444.0,196.0,70.0,862.0,1509.0,366.0,225.0,218.0,73.0,849.0,1210000.0,21316.0,197136.0,38416.0,4900.0,743044.0,2277081.0,133956.0,50625.0,47524.0,5329.0,720801.0,1,1,1,1,1,1,1100.0,146.0,444.0,196.0,70.0,862.0,1509.0,366.0,225.0,218.0,73.0,849.0,1100.0,146.0,444.0,196.0,70.0,862.0,1509.0,366.0,225.0,218.0,73.0,849.0,0.2604166666666667,0.04366028708133971,0.19405594405594406,0.06550802139037433,0.03314393939393939,0.28810160427807485,0.3572443181818182,0.10944976076555024,0.09833916083916083,0.07286096256684492,0.034564393939393936,0.2837566844919786,-0.2604166666666667,0.04366028708133971,0.19405594405594406,-0.06550802139037433,-0.03314393939393939,-0.28810160427807485,-0.3572443181818182,-0.10944976076555024,0.09833916083916083,-0.07286096256684492,-0.034564393939393936,-0.2837566844919786,SCP,SCP,ML,SCP,SCP,ML,x11 seasonal,x11 seasonal,AutoARIMA,x11 seasonal,x11 seasonal,AutoARIMA,ML,ML,SCP,ML,ML,SCP,AutoARIMA,AutoARIMA,x11 seasonal,AutoARIMA,AutoARIMA,x11 seasonal,27.1040424121935,60.10928961748635,49.32432432432433,10.091743119266058,4.109589041095887,1.5081206496519686,8096.0,6968.0,6956.0,-1128.0,-1140.0,1128.0,1140.0,786360.0,773654.0,3,376.0,380.0,511.97656196353364,507.82346013813367,0.13932806324110672,0.1408102766798419,-0.13932806324110672,-0.1408102766798419,SCP,x11 seasonal,ML,AutoARIMA,1.0526315789473624,9856.0,9346.0,8206.0,-510.0,-1650.0,1690.0,2100.0,1428452.0,2461662.0,3,563.3333333333334,700.0,690.0367139990934,905.8443574919479,0.17146915584415584,0.21306818181818182,-0.05174512987012987,-0.16741071428571427,SCP,x11 seasonal,ML,AutoARIMA,19.523809523809526,17952.0,16314.0,15162.0,-1638.0,-2790.0,2818.0,3240.0,2214812.0,3235316.0,6,469.6666666666667,540.0,607.5650856766979,734.3155543316057,0.15697415329768272,0.1804812834224599,-0.0912433155080214,-0.1554144385026738,SCP,x11 seasonal,ML,AutoARIMA,13.024691358024686,2026-07-17 15:35:55.648,0,,"
"25811,68,67,10246,1,10763,Contra Pedido,Producto terminado,EDERKI,""3454"",""ACEITUNAS GUADALQUIVIR, S.L."",HistoricAverage,intermittent_recentRelease,intermittent_recentRelease_recentRelease,recentRelease,copy last year,copy last year,success,intermittent_recentRelease,NOT_COMPARABLE_MISSING_SCP,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
"25812,68,67,10246,1,11881,Contra Pedido,Producto terminado,EXCELENCIA,""22414"",""DISTERRI, S.A."",,,,,copy last year,copy last year,success,,NOT_COMPARABLE_MISSING_SCP_AND_ML,1,0,0,532.0,620.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-17 15:35:55.648,0,,NoForecastRowsMaterialized"
